Supplementary Table 1. Isolates used in the study,,,,,,,
,,,,,,,
Name of isolate (tree name),Laboratory number,Accession number,Year of isolation,Continent,Region within continent,Country,Source
10492_1_61_PNGMDUST328_1992,MDUST328,ERR352314,1992,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_65_PNGMDUST355_1994,MDUST355,ERR352318,1994,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_67_PNGMDUST362_1998,MDUST362,ERR352320,1998,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_68_PNGMDUST363_1998,MDUST363,ERR352321,1998,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_2_PNGMDUST109_2007,MDUST109,ERR352427,2007,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_52_PNGMDUST278_2001,MDUST278,ERR352477,2001,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_53_PNGMDUST279_2002,MDUST279,ERR352478,2002,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_57_PNGMDUST287_2007,MDUST287,ERR352482,2007,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_58_PNGMDUST288_2007,MDUST288,ERR352483,2007,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_62_PNGMDUST296_2010,MDUST296,ERR352487,2010,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_64_PNGMDUST298_1998,MDUST298,ERR352489,1998,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_65_PNGMDUST299_1998,MDUST299,ERR352490,1998,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_68_PNGMDUST313_1994,MDUST313,ERR352493,1994,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_71_PNGMDUST330_1992,MDUST330,ERR352496,1992,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10493_1_72_PNGMDUST331_1992,MDUST331,ERR352497,1992,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_1_PNGMDUST107_2007,MDUST107,ERR352941,2007,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_22_PNGMDUST277_2001,MDUST277,ERR357447,2001,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_24_PNGMDUST281_2002,MDUST281,ERR357449,2002,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_31_PNGMDUST305_1990,MDUST305,ERR357456,1990,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_45_PNGMDUST329_1992,MDUST329,ERR357470,1992,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_46_PNGMDUST332_1992,MDUST332,ERR357471,1992,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_47_PNGMDUST333_1992,MDUST333,ERR357472,1992,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10541_2_55_PNGMDUST356_1994,MDUST356,ERR357480,1994,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10562_2_49_PNGMDUST338_1993,MDUST338,ERR357804,1993,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10562_2_54_PNGMDUST353_1986,MDUST353,ERR357809,1986,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10562_2_55_PNGMDUST357_1994,MDUST357,ERR357810,1994,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10562_2_56_PNGMDUST359_1996,MDUST359,ERR357811,1996,Australia & Oceania,Oceania ,Papua New Guinea,Blood
10492_1_2_PNGMDUST115_2009,MDUST115,ERR352255,2009,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10492_1_66_PNGMDUST361_1998,MDUST361,ERR352319,1998,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10492_1_69_PNGMDUST364_1999,MDUST364,ERR352322,1999,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10493_1_51_PNGMDUST276_1994,MDUST276,ERR352476,1994,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10493_1_66_PNGMDUST300_1998,MDUST300,ERR352491,1998,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10493_1_78_PNGMDUST358_1996,MDUST358,ERR352503,1996,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10541_2_27_PNGMDUST293_2009,MDUST293,ERR357452,2009,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10541_2_30_PNGMDUST304_1990,MDUST304,ERR357455,1990,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10541_2_56_PNGMDUST360_1998,MDUST360,ERR357481,1998,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10562_2_43_PNGMDUST275_1992,MDUST275,ERR357798,1992,Australia & Oceania,Oceania ,Papua New Guinea,Stool
10493_1_75_PNGMDUST348_1985,MDUST348,ERR352500,1985,Australia & Oceania,Oceania ,Papua New Guinea,Unknown
10541_2_53_PNGMDUST345_1985,MDUST345,ERR357478,1985,Australia & Oceania,Oceania ,Papua New Guinea,Unknown
10562_2_45_PNGMDUST302_1980,MDUST302,ERR357800,1980,Australia & Oceania,Oceania ,Papua New Guinea,Unknown
10349_1_1_Sam021174_2002,ERL021174                     ,ERR343249,2002,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_7_Sam024919_2002,ERL024919,ERR343255,2002,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_17_Sam041932_2004,ERL041932,ERR343265,2004,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_18_Sam042857_2004,ERL042857,ERR343266,2004,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_26_Sam064553_2006,ERL064553,ERR343274,2006,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_28_Sam07263_2007,ERL07263,ERR343276,2007,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_29_Sam07264_2007,ERL07264,ERR343277,2007,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_30_Sam072830_2007,ERL072830,ERR343278,2007,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_32_Sam07434_2007,ERL07434,ERR343280,2007,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_35_Sam082408_2008,ERL082408,ERR343283,2008,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_36_Sam082444_2008,ERL082444,ERR343284,2008,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_44_Sam091300_2009,ERL091300,ERR343292,2009,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_48_Sam094053_2009,ERL094053,ERR343296,2009,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_49_Sam0982_2009,ERL0982,ERR343297,2009,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_50_Sam0983_2009,ERL0983,ERR343298,2009,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_56_Sam102461_2010,ERL102461,ERR343304,2010,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_62_Sam10492_2010,ERL10492,ERR343310,2010,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_63_Sam10504_2010,ERL10504,ERR343311,2010,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_64_Sam111572_2011,ERL111572,ERR343312,2011,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_65_Sam111998_2011,ERL111998,ERR343313,2011,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_68_Sam113434_2011,ERL113434,ERR343316,2011,Australia & Oceania,Oceania ,Samoa,Blood
10492_1_5_SamMDUST123_2010,MDUST123,ERR352258,2010,Australia & Oceania,Oceania ,Samoa,Blood
10492_1_8_SamMDUST133_2011,MDUST133,ERR352261,2011,Australia & Oceania,Oceania ,Samoa,Blood
10492_1_81_SamMDUST406_2012,MDUST406,ERR352334,2012,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_4_SamMDUST116_2009,MDUST116,ERR352429,2009,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_5_SamMDUST117_2009,MDUST117,ERR352430,2009,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_6_SamMDUST118_2009,MDUST118,ERR352431,2009,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_7_SamMDUST125_2011,MDUST125,ERR352432,2011,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_12_SamMDUST132_2011,MDUST132,ERR352437,2011,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_54_SamMDUST282_2004,MDUST282,ERR352479,2004,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_55_SamMDUST283_2004,MDUST283,ERR352480,2004,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_56_SamMDUST286_2005,MDUST286,ERR352481,2005,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_59_SamMDUST289_2008,MDUST289,ERR352484,2008,Australia & Oceania,Oceania ,Samoa,Blood
10493_1_61_SamMDUST292_2008,MDUST292,ERR352486,2008,Australia & Oceania,Oceania ,Samoa,Blood
10541_2_3_SamMDUST114_2009,MDUST114,ERR357440,2009,Australia & Oceania,Oceania ,Samoa,Blood
10541_2_25_SamMDUST284_2004,MDUST284,ERR357450,2004,Australia & Oceania,Oceania ,Samoa,Blood
10541_2_26_SamMDUST285_2004,MDUST285,ERR357451,2004,Australia & Oceania,Oceania ,Samoa,Blood
10541_2_43_SamMDUST325_1992,MDUST325,ERR357468,1992,Australia & Oceania,Oceania ,Samoa,Blood
10561_2_18_SamH12ESR01052_2012,H12ESR01052-001A,ERR357593,2012,Australia & Oceania,Oceania ,Samoa,Blood
10561_2_30_SamH12ESR00394_2012,H12ESR00394-001A,ERR357605,2012,Australia & Oceania,Oceania ,Samoa,Blood
10561_2_42_SamH12ESR04732_2012,H12ESR04732-001A,ERR357617,2012,Australia & Oceania,Oceania ,Samoa,Blood
10561_2_52_SamH12ESR04835_2012,H12ESR04835-001A,ERR357627,2012,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_3_SamMDUST119_2009,MDUST119,ERR357758,2009,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_5_SamMDUST124_2011,MDUST124,ERR357760,2011,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_44_SamMDUST290_2008,MDUST290,ERR357799,2008,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_61_SamMDUST371_2011,MDUST371,ERR357816,2011,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_80_SamMDUST405_2012,MDUST405,ERR357835,2012,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_84_SamMDUST416_2012,MDUST416,ERR357839,2012,Australia & Oceania,Oceania ,Samoa,Blood
10562_2_85_SamMDUST417_2012,MDUST417,ERR357840,2012,Australia & Oceania,Oceania ,Samoa,Blood
10349_1_19_Sam043008_2004,ERL043008,ERR343267,2004,Australia & Oceania,Oceania ,Samoa,Stool
10349_1_57_Sam10320_2010,ERL10320,ERR343305,2010,Australia & Oceania,Oceania ,Samoa,Stool
10561_2_36_SamH12ESR04893_2012,H12ESR04893-001A,ERR357611,2012,Australia & Oceania,Oceania ,Samoa,Stool
10561_2_49_SamH12ESR00753_2012,H12ESR00753-001A,ERR357624,2012,Australia & Oceania,Oceania ,Samoa,Stool
10561_2_56_SamH12ESR04928_2012,H12ESR04928-001A,ERR357631,2012,Australia & Oceania,Oceania ,Samoa,Stool
10071_8_1_Sam0001_2012,Gen-0001,ERR338070,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_2_Sam0002_2012,Gen-0002,ERR338071,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_3_Sam0003_2012,Gen-0003,ERR338072,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_4_Sam0004_2012,Gen-0004,ERR338073,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_5_Sam0005_2012,Gen-0005,ERR338074,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_6_Sam0006_2012,Gen-0006,ERR338075,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_7_Sam0007_2012,Gen-0007,ERR338076,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_8_Sam0008_2012,Gen-0008,ERR338077,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_9_Sam0009_2012,Gen-0009,ERR338078,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_10_Sam0010_2012,Gen-0010,ERR338079,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_11_Sam0011_2012,Gen-0011,ERR338080,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_12_Sam0012_2012,Gen-0012,ERR338081,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_13_Sam0013_2012,Gen-0013,ERR338082,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_14_Sam0014_2012,Gen-0014,ERR338083,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_15_Sam0015_2012,Gen-0015,ERR338084,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_16_Sam0016_2012,Gen-0016,ERR338085,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_17_Sam0017_2012,Gen-0017,ERR338086,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_18_Sam0018_2012,Gen-0018,ERR338087,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_19_Sam0019_2012,Gen-0019,ERR338088,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_20_Sam0020_2012,Gen-0020,ERR338089,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_21_Sam0021_2012,Gen-0021,ERR338090,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_22_Sam0022_2012,Gen-0022,ERR338091,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_23_Sam0023_2012,Gen-0023,ERR338092,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_24_Sam0024_2012,Gen-0024,ERR338093,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_25_Sam0025_2012,Gen-0025,ERR338094,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_26_Sam0026_2012,Gen-0026,ERR338095,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_27_Sam0027_2012,Gen-0027,ERR338096,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_28_Sam0028_2012,Gen-0028,ERR338097,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_29_Sam0029_2012,Gen-0029,ERR338098,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_30_Sam0030_2012,Gen-0030,ERR338099,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_31_Sam0031_2012,Gen-0031,ERR338100,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_32_Sam0032_2012,Gen-0032,ERR338101,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_33_Sam0033_2012,Gen-0033,ERR338102,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_34_Sam0034_2012,Gen-0034,ERR338103,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_35_Sam0035_2012,Gen-0035,ERR338104,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_36_Sam0036_2012,Gen-0036,ERR338105,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_37_Sam0037_2012,Gen-0037,ERR338106,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_38_Sam0038_2012,Gen-0038,ERR338107,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_39_Sam0039_2012,Gen-0039,ERR338108,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_40_Sam0040_2012,Gen-0040,ERR338109,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_41_Sam0041_2012,Gen-0041,ERR338110,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_42_Sam0042_2012,Gen-0042,ERR338111,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_43_Sam0043_2012,Gen-0043,ERR338112,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_44_Sam0044_2012,Gen-0044,ERR338113,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_45_Sam0045_2012,Gen-0045,ERR338114,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_46_Sam0046_2012,Gen-0046,ERR338115,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_47_Sam0047_2012,Gen-0047,ERR338116,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_48_Sam0048_2012,Gen-0048,ERR338117,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_49_Sam0049_2012,Gen-0049,ERR338118,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_50_Sam0050_2012,Gen-0050,ERR338119,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_51_Sam0051_2012,Gen-0051,ERR338120,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_53_Sam0053_2012,Gen-0053,ERR338122,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_54_Sam0054_2012,Gen-0054,ERR338123,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_55_Sam0055_2012,Gen-0055,ERR338124,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_56_Sam0056_2012,Gen-0056,ERR338125,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_58_Sam0058_2012,Gen-0058,ERR338127,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_59_Sam0059_2012,Gen-0059,ERR338128,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10071_8_60_Sam0060_2012,Gen-0060,ERR338129,2012,Australia & Oceania,Oceania ,Samoa,Not provided
10493_1_60_SamMDUST291_2008,MDUST291,ERR352485,2008,Australia & Oceania,Oceania ,Samoa,Stool
10349_1_51_Sam09892_2009,ERL09892,ERR343299,2009,Australia & Oceania,Oceania ,Samoa,Unknown
10561_2_23_SamH12ESR01946_2012,H12ESR01946-001A,ERR357598,2012,Australia & Oceania,Oceania ,Samoa,Unknown
10562_2_4_SamMDUST122_2010,MDUST122,ERR357759,2010,Australia & Oceania,Oceania ,Samoa,Urine
10562_2_26_SamMDUST228_2010,MDUST228,ERR357781,2010,Australia & Oceania,Oceania ,Samoa,Urine
10349_1_9_Ton032200_2003,ERL032200,ERR343257,2003,Australia & Oceania,Oceania ,Tonga,Blood
10492_1_9_TonMDUST135_2011,MDUST135,ERR352262,2011,Australia & Oceania,Oceania ,Tonga,Blood
10541_2_29_TonMDUST303_1980,MDUST303,ERR357454,1980,Australia & Oceania,Oceania ,Tonga,Unknown
10562_2_47_VanMDUST314_1991,MDUST314,ERR357802,1991,Australia & Oceania,Oceania ,Vanuatu,Blood
10541_2_37_VanMDUST315_1991,MDUST315,ERR357462,1991,Australia & Oceania,Oceania ,Vanuatu,Stool
10593_2_32_France_African_meal09-2619_2009,09-2619,ERR360645,2009,Europe,Western Europe,France (African meal),Not provided
10593_2_74_France_African_meal09-2597_2009,09-2597,ERR360687,2009,Europe,Western Europe,France (African meal),Not provided
10592_2_53_France_African_name09-2214_2009,09-2214,ERR360501,2009,Europe,Western Europe,"France (mother-child, African name)",Not provided
10592_2_81_France_African_name09-2213_2009,09-2213,ERR360529,2009,Europe,Western Europe,"France (mother-child, African name)",Not provided
10492_1_3_MaltaMDUST120_2009,MDUST120,ERR352256,2009,Europe,Southern Europe,Malta,Stool
10425_1_13_RusBRD948_1996,BRD948,ERR349343,1996,Europe,Eastern Europe,Russia,Not provided
10349_1_73_Mex11909_2011,ERL11909,ERR343321,2011,North America,North America,Mexico,Stool
10592_2_50_MexE98-4364_1998,E98-4364  ,ERR360498,1998,North America,North America,Mexico,Not provided
10593_2_2_Mex72-1258_1972,72-1258,ERR360615,1972,North America,North America,Mexico,Not provided
9472_4_78_S.Typhi_Quailes_1958,Quailes,ERR294858,1958,North America,North America,United States of America,Gallbladder fluid
10541_1_66_ArgST2338/98_1905,ST2338/98,ERR353336,1905,South America,South America,Argentina,Blood
10541_1_60 _ArgST1309/04_2004,ST1309/04,ERR353332,2004,South America,South America,Argentina,Blood
10541_1_57_ArgST1134/01_2001,ST1134/01,ERR353330,2001,South America,South America,Argentina,Stool
10541_1_62_ArgST1625/88_1988,ST1625/88,ERR353334,1988,South America,South America,Argentina,Stool
10541_1_64_ArgST1921/06_2006,ST1921/06,ERR353335,2006,South America,South America,Argentina,Stool
10541_1_68_ArgST3090/99_1999,ST3090/99,ERR353338,1999,South America,South America,Argentina,Stool
10541_1_71_ArgST472/01 _1905,ST472/01 ,ERR353339,1905,South America,South America,Argentina,Stool
10541_1_73_ArgST805/02 _2002,ST805/02 ,ERR353340,2002,South America,South America,Argentina,Stool
10541_1_74_ArgST821/98_1905,ST821/98 ,ERR353341,1905,South America,South America,Argentina,Stool
10541_1_75_ArgST860/95_1905,ST860/95 ,ERR353342,1905,South America,South America,Argentina,Stool
10541_1_58_ArgST1197/88_1988,ST1197/88,ERR353331,1988,South America,South America,Argentina,Urine
10492_1_77_ElSalvMDUST396_2012,MDUST396,ERR352330,2012,South America,South America,El Salvador,Stool
10593_2_39_FreGuiE02-0232_2002,E02-0232  ,ERR360652,2002,South America,South America,French Guiana,Not provided
10593_2_67_FreGuiE02-1536_2002,E02-1536  ,ERR360680,2002,South America,South America,French Guiana,Not provided
10592_2_38_PerE98-8119_1998,E98-8119  ,ERR360486,1998,South America,South America,Peru,Not provided
10593_2_37_PerE00-6999_2000,E00-6999  ,ERR360650,2000,South America,South America,Peru,Not provided
10349_1_60_Samer103914_2010,ERL103914,ERR343308,2010,South America,South America,South America,Blood
10349_1_70_Samer114070_2011,ERL114070,ERR343318,2011,South America,South America,South America,Blood
10492_1_15_UnkMDUST151_2012,MDUST151,ERR352268,2012,Unknown,Unknown ,Unknown,Blood
10492_1_23_UnkMDUST187_2011,MDUST187,ERR352276,2011,Unknown,Unknown ,Unknown,Blood
10492_1_33_UnkMDUST223_2011,MDUST223,ERR352286,2011,Unknown,Unknown ,Unknown,Blood
10492_1_39_UnkMDUST239_2011,MDUST239,ERR352292,2011,Unknown,Unknown ,Unknown,Blood
10492_1_52_UnkMDUST265_2011,MDUST265,ERR352305,2011,Unknown,Unknown ,Unknown,Blood
10492_1_84_UnkMDUST411_2011,MDUST411,ERR352337,2011,Unknown,Unknown ,Unknown,Blood
10493_1_11_UnkMDUST131_2011,MDUST131,ERR352436,2011,Unknown,Unknown ,Unknown,Blood
10493_1_22_UnkMDUST162_2011,MDUST162,ERR352447,2011,Unknown,Unknown ,Unknown,Blood
10493_1_49_UnkMDUST261_2011,MDUST261,ERR352474,2011,Unknown,Unknown ,Unknown,Blood
10493_1_50_UnkMDUST268_2011,MDUST268,ERR352475,2011,Unknown,Unknown ,Unknown,Blood
10493_1_63_UnkMDUST297_2011,MDUST297,ERR352488,2011,Unknown,Unknown ,Unknown,Blood
10493_1_86_UnkMDUST415_2012,MDUST415,ERR352511,2012,Unknown,Unknown ,Unknown,Blood
10541_2_10_UnkMDUST181_2011,MDUST181,ERR352943,2011,Unknown,Unknown ,Unknown,Blood
10562_2_10_UnkMDUST146_2012,MDUST146,ERR357765,2012,Unknown,Unknown ,Unknown,Blood
10562_2_17_UnkMDUST176_2011,MDUST176,ERR357772,2011,Unknown,Unknown ,Unknown,Blood
10562_2_18_UnkMDUST190_2011,MDUST190,ERR357773,2011,Unknown,Unknown ,Unknown,Blood
10562_2_35_UnkMDUST260_2011,MDUST260,ERR357790,2011,Unknown,Unknown ,Unknown,Blood
10493_1_28_UnkMDUST177_2011,MDUST177,ERR352453,2011,Unknown,Unknown ,Unknown,Urine
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
